"question","support","race_white","age","high.income","trump_approve","party","treat","weight"
"Health_Care",1,0,37,0,1,"democrat","libtrump",1.02143912718543
"Tax_Increase",1,1,76,1,1,"democrat","libtrump",0.925431641267903
"Immigration",0,1,53,0,5,"republican","control",1.07557012082907
"Guns_Background",1,0,42,0,2,"democrat","control",0.93276587222204
"Health_Care",1,1,60,0,1,"democrat","control",0.969609078184479
"Minimum_Wage",1,1,69,0,1,"democrat","control",0.927279561647515
"Guns_Background",1,1,31,0,2,"republican","control",0.999274115466192
"Iran_Agreement",0,1,53,0,5,"republican","control",1.03878801470543
"Minimum_Wage",1,1,73,0,1,"democrat","control",0.981974397429356
"School_Guns",0,1,27,0,3,"republican","libtrump",0.937718721281087
"Planned_Parenthood",0,1,58,1,5,"republican","libtrump",0.939606030862616
"Planned_Parenthood",0,1,69,NA,4,"independent","control",1.01250145856786
"Climate_Change",1,1,19,0,NA,"republican","control",1.10303258239556
"Climate_Change",1,1,28,0,5,"democrat","libtrump",1.03639411230885
"Immigration",NA,1,70,1,1,"democrat","libtrump",1.04179132651993
"Tax_Increase",1,0,40,0,4,"democrat","control",0.988758841604977
"Tax_Increase",1,1,41,0,2,"democrat","libtrump",1.03437772518337
"Guns_Background",1,1,59,0,1,"democrat","control",1.06359191297515
"Climate_Change",1,1,27,0,2,"independent","libtrump",1.03289277754429
"Guns_Background",1,1,29,1,1,"democrat","control",1.0268320192793
"Planned_Parenthood",1,0,34,NA,4,"independent","control",1.02424406260351
"Iran_Agreement",1,0,25,0,4,"democrat","control",0.958336502275056
"Planned_Parenthood",0,1,52,0,4,"independent","libtrump",1.00938224402194
"Abortion",NA,1,22,NA,1,"democrat","control",0.937928676387546
"Planned_Parenthood",1,1,57,0,4,"democrat","control",0.990596175979632
"Planned_Parenthood",0,1,80,0,3,"independent","control",1.03788518299466
"Climate_Change",1,1,20,NA,1,"independent","libtrump",1.00598097687494
"Health_Care",0,1,58,1,4,"independent","libtrump",1.04420613099298
"Planned_Parenthood",1,1,64,1,1,"independent","control",0.968701985558859
"Health_Care",1,1,31,0,1,"democrat","control",1.06495620476654
"Abortion",1,0,23,0,3,"democrat","control",1.01389252835753
"Tax_Increase",0,1,36,NA,4,"republican","control",1.01303735463177
"Climate_Change",1,1,72,0,1,"democrat","libtrump",1.03053624224956
"Abortion",1,1,76,0,3,"republican","control",0.999430676753647
"Health_Care",0,1,75,0,4,"republican","control",0.955221613484733
"Planned_Parenthood",0,1,19,0,NA,"republican","control",1.03552864466968
"Immigration",1,1,33,0,NA,"democrat","libtrump",1.05244106753362
"Tax_Increase",1,1,46,NA,1,"democrat","control",1.00400465312832
"School_Guns",0,1,49,0,3,"republican","control",1.06891085402221
"Immigration",1,1,26,0,1,"democrat","libtrump",1.07872160192936
"School_Guns",1,1,42,0,4,"independent","libtrump",1.05697345801227
"Health_Care",1,0,19,NA,1,"democrat","control",1.04671977151817
"Health_Care",1,1,42,1,5,"democrat","libtrump",1.06768579574055
"School_Guns",0,0,45,NA,5,"republican","control",0.999255683351546
"Guns_Background",1,0,54,0,1,"democrat","control",1.03642415228179
"Guns_Background",1,1,31,0,1,"democrat","control",0.909172565324647
"Guns_Background",1,1,68,0,1,"democrat","control",0.910442485957142
"School_Guns",1,1,38,NA,1,"republican","control",1.03622635289737
"School_Guns",0,1,22,0,3,"democrat","control",0.977363357439001
"Climate_Change",0,1,83,0,5,"republican","control",0.948046003429877
"Minimum_Wage",0,1,27,0,2,"republican","control",0.964481149859991
"Immigration",1,0,60,0,5,"republican","control",1.03587867439951
"Climate_Change",1,1,25,0,3,"republican","control",1.01286995253146
"School_Guns",0,1,63,0,5,"republican","control",1.00565130720753
"Climate_Change",0,1,52,0,2,"independent","libtrump",1.00521779668589
"Planned_Parenthood",1,1,41,0,1,"republican","libtrump",0.987884184284586
"Health_Care",0,1,38,0,4,"republican","control",1.03435422522848
"Immigration",0,1,57,0,4,"republican","control",1.04692972140212
"School_Guns",0,0,19,0,1,"independent","libtrump",0.99389964885152
"Planned_Parenthood",0,1,60,1,5,"republican","libtrump",0.990246745483638
"Abortion",1,1,35,0,1,"independent","control",0.967044993928509
"Immigration",1,0,27,NA,NA,"democrat","control",1.03679731120217
"Iran_Agreement",NA,0,34,NA,4,"independent","control",0.962213845475141
"Planned_Parenthood",NA,1,60,0,4,"republican","control",0.935696628388949
"Minimum_Wage",1,1,58,NA,1,"independent","libtrump",0.995264330903145
"Immigration",1,1,63,0,1,"independent","control",0.939428341418255
"Immigration",1,1,58,1,4,"republican","libtrump",1.05158829538104
"Abortion",1,0,67,0,1,"democrat","libtrump",1.00709651255641
"Planned_Parenthood",0,1,74,NA,5,"republican","libtrump",1.01939437295451
"Climate_Change",1,0,60,0,5,"republican","control",1.05545776410804
"School_Guns",0,1,63,0,4,"republican","libtrump",0.982556966892914
"Iran_Agreement",0,1,61,0,1,"democrat","control",1.03900280426649
"Immigration",1,1,22,1,1,"independent","control",1.12118560714813
"Planned_Parenthood",1,1,71,0,1,"independent","control",0.964564396470832
"Climate_Change",NA,1,27,0,2,"republican","control",1.04959289377681
"Planned_Parenthood",0,1,27,1,1,"independent","control",0.991628885468397
"Tax_Increase",1,1,74,0,5,"republican","libtrump",0.986526663838901
"Iran_Agreement",1,0,63,0,2,"democrat","libtrump",0.926873129904198
"Climate_Change",1,0,59,0,1,"democrat","control",0.96135600026005
"Tax_Increase",1,1,33,0,NA,"independent","control",0.911750143004106
"School_Guns",1,1,54,NA,2,"democrat","libtrump",1.05282598130878
"Guns_Background",1,1,71,0,1,"republican","control",0.947599847886674
"Health_Care",0,1,74,0,5,"republican","control",1.04256212694774
"Minimum_Wage",1,1,39,NA,1,"democrat","control",1.06888837219806
"Iran_Agreement",1,0,22,1,1,"democrat","control",1.07444985437057
"School_Guns",1,1,61,NA,5,"independent","libtrump",1.05366516751263
"Abortion",1,1,59,1,5,"republican","control",0.943184789095509
"School_Guns",1,1,47,0,3,"democrat","libtrump",1.0420700375828
"Health_Care",1,1,25,NA,4,"democrat","libtrump",1.01396268449568
"Guns_Background",0,0,69,NA,5,"republican","control",0.984530654784357
"Tax_Increase",1,1,60,0,1,"democrat","control",0.974824572406066
"Tax_Increase",0,1,82,0,4,"republican","control",0.977885794398871
"Health_Care",1,1,33,0,4,"independent","libtrump",0.986523917414483
"Immigration",0,1,52,0,5,"republican","control",1.11703319630994
"Tax_Increase",0,1,53,0,5,"republican","control",0.997416420864074
"School_Guns",0,1,58,0,5,"republican","libtrump",1.07605701446282
"Climate_Change",NA,1,61,1,4,"republican","control",0.996798612651837
"Immigration",0,1,42,0,2,"independent","control",0.974601390778371
"Guns_Background",1,0,59,0,2,"democrat","control",0.959227817691842
"Minimum_Wage",1,1,68,0,2,"democrat","libtrump",0.933777390328101
"Iran_Agreement",1,0,30,0,1,"democrat","libtrump",0.993581130228232
"School_Guns",1,1,33,0,1,"democrat","libtrump",1.09178002333726
"Health_Care",1,1,60,NA,1,"independent","control",0.977879253879805
"Tax_Increase",1,1,31,1,1,"democrat","control",1.08456998923052
"Tax_Increase",1,1,43,0,1,"democrat","control",1.13510930447419
"Planned_Parenthood",0,0,39,NA,5,"republican","libtrump",1.03983552719469
"Climate_Change",0,1,33,0,5,"independent","libtrump",0.897940841217855
"Guns_Background",1,1,64,0,1,"democrat","control",0.91046866844316
"Guns_Background",NA,1,22,0,2,"independent","libtrump",1.00224518575015
"Climate_Change",0,1,36,0,2,"independent","control",1.07222700539587
"Climate_Change",NA,1,79,0,1,"democrat","libtrump",1.01823277313482
"Health_Care",0,1,47,0,3,"independent","libtrump",0.993002369734474
"Planned_Parenthood",1,1,46,0,5,"republican","control",0.949598703757401
"Guns_Background",1,1,68,NA,5,"republican","libtrump",0.918113605376094
"Guns_Background",1,1,52,NA,4,"republican","libtrump",0.986374705367926
"Minimum_Wage",1,0,33,0,3,"republican","control",1.05976499255108
"Climate_Change",NA,0,63,0,2,"democrat","libtrump",1.04330264570458
"Guns_Background",0,0,63,0,2,"independent","libtrump",1.02366669645879
"Minimum_Wage",0,1,43,0,2,"republican","control",1.04071882689706
"Climate_Change",NA,1,44,0,1,"democrat","control",1.0338995499256
"Abortion",1,1,62,1,1,"democrat","control",0.93213443431819
"Iran_Agreement",0,1,63,0,5,"republican","libtrump",1.12998103188097
"Health_Care",NA,1,37,NA,4,"republican","libtrump",1.02015122083836
"Tax_Increase",1,1,71,0,2,"democrat","libtrump",1.02118988831481
"Climate_Change",1,1,50,1,1,"democrat","control",1.04846940408623
"Health_Care",0,1,50,NA,1,"republican","control",0.881809975140167
"Immigration",1,0,33,0,3,"democrat","control",0.987468525947807
"Health_Care",1,1,55,0,4,"independent","control",0.983092717594685
"School_Guns",0,0,29,0,2,"democrat","control",0.995351193385709
"Guns_Background",0,1,69,NA,4,"republican","control",1.04331192343048
"Guns_Background",1,0,27,NA,4,"independent","libtrump",1.01590542625641
"Minimum_Wage",1,1,34,0,3,"republican","control",1.07263519928893
"Guns_Background",1,1,26,0,1,"democrat","control",0.939441317296014
"Iran_Agreement",NA,1,26,0,2,"democrat","control",1.02572967484644
"Guns_Background",1,1,32,0,1,"democrat","libtrump",0.978559035756944
"Health_Care",1,1,34,0,1,"republican","control",0.917015643423704
"Guns_Background",1,1,22,1,1,"democrat","control",0.994148938342723
"Immigration",NA,1,79,NA,5,"republican","libtrump",0.977196360124097
"Iran_Agreement",1,1,64,0,4,"democrat","libtrump",0.889049273739722
"Iran_Agreement",0,1,63,1,5,"republican","control",0.9923405525505
"Climate_Change",0,0,53,1,2,"democrat","libtrump",1.01910799267575
"Tax_Increase",0,1,43,0,5,"republican","control",1.09706877688327
"Tax_Increase",1,1,63,NA,1,"democrat","libtrump",0.97352349054132
"Minimum_Wage",NA,1,75,0,4,"republican","control",1.09841408624294
"Abortion",1,1,52,1,4,"republican","libtrump",0.959500574520429
"Health_Care",1,1,21,1,1,"democrat","control",0.989164988831046
"Tax_Increase",0,0,28,0,1,"democrat","control",0.8811916979186
"Minimum_Wage",1,0,61,NA,2,"democrat","libtrump",1.05527958527784
"School_Guns",NA,1,24,0,1,"democrat","control",0.952932546375652
"School_Guns",0,1,37,0,5,"republican","control",0.952407190436987
"Abortion",0,1,83,1,5,"republican","control",0.93919886788126
"Health_Care",1,1,57,0,1,"democrat","control",1.00656342311485
"Iran_Agreement",1,1,74,NA,1,"democrat","control",0.996079997166584
"Tax_Increase",1,1,48,1,1,"independent","control",1.05416135530829
"Guns_Background",1,1,61,1,5,"republican","control",1.04708375796477
"Iran_Agreement",1,1,60,0,4,"democrat","libtrump",1.02067924375378
"Climate_Change",1,1,64,1,3,"independent","libtrump",0.993698811942527
"School_Guns",1,0,58,NA,1,"democrat","control",0.979125849866852
"Immigration",0,1,32,NA,5,"republican","libtrump",1.03023711902364
"Climate_Change",NA,0,34,NA,1,"democrat","control",0.95107231154244
"Planned_Parenthood",NA,1,53,0,3,"democrat","libtrump",0.952828572587112
"Planned_Parenthood",1,1,48,1,1,"independent","control",1.02693809455475
"Abortion",NA,1,60,NA,5,"republican","libtrump",1.0323614707425
"Minimum_Wage",0,0,62,0,5,"republican","control",0.994156048642473
"Planned_Parenthood",0,1,60,0,5,"republican","libtrump",0.973804742735601
"Climate_Change",1,1,44,0,3,"republican","libtrump",0.99749179571486
"Minimum_Wage",1,1,44,0,3,"republican","libtrump",1.01068636258541
"Immigration",1,1,61,1,1,"democrat","control",1.03698697261445
"Planned_Parenthood",0,1,36,0,2,"independent","control",0.988788555633455
"Climate_Change",0,1,24,0,NA,"independent","control",0.904586045694541
"Guns_Background",1,1,64,0,5,"republican","libtrump",0.999119763511572
"Guns_Background",0,1,63,0,5,"republican","libtrump",0.985306910510148
"Guns_Background",1,1,28,0,1,"independent","control",1.01150529906456
"Minimum_Wage",1,1,25,NA,4,"democrat","libtrump",0.979036559099698
"Health_Care",1,1,39,0,1,"democrat","control",1.03696183645667
"Guns_Background",1,1,57,1,1,"democrat","libtrump",1.10661255901783
"Abortion",NA,1,48,0,3,"democrat","control",1.07306057673546
"School_Guns",1,1,39,NA,1,"democrat","control",0.971604742395076
"Health_Care",1,1,22,0,3,"democrat","control",1.00727086804307
"Iran_Agreement",1,1,71,0,2,"democrat","libtrump",0.959634337045652
"Abortion",1,1,51,1,4,"republican","libtrump",1.02122840403266
"Tax_Increase",1,1,21,0,1,"democrat","control",0.977788057857587
"Guns_Background",1,0,23,0,3,"democrat","libtrump",0.989241471350309
"Guns_Background",1,1,72,0,1,"democrat","control",1.00069219589344
"Guns_Background",1,1,70,1,1,"democrat","libtrump",0.95002641121216
"Health_Care",NA,1,37,0,5,"republican","control",1.00828786190508
"Minimum_Wage",1,1,59,0,3,"republican","control",0.914631407119678
"School_Guns",1,0,49,1,4,"independent","control",1.04093809564368
"Abortion",1,0,43,0,2,"democrat","libtrump",0.980494501416954
"School_Guns",0,0,53,1,5,"republican","control",1.08444632082622
"Health_Care",1,0,25,0,4,"republican","libtrump",0.996883472136094
"Iran_Agreement",1,1,72,0,4,"republican","control",1.09909939162425
"Tax_Increase",1,0,63,0,1,"democrat","libtrump",0.928435911639273
"School_Guns",1,1,21,NA,2,"independent","control",0.979046545907562
"Guns_Background",1,1,53,NA,5,"republican","control",0.942417101072071
"Guns_Background",1,1,42,1,2,"democrat","control",0.978800925483274
"Minimum_Wage",NA,1,27,1,1,"independent","control",0.952979817587119
"Minimum_Wage",0,1,51,1,4,"republican","libtrump",0.976680515167887
"Iran_Agreement",1,0,22,0,1,"democrat","libtrump",1.07163227450546
"Guns_Background",1,1,43,0,5,"independent","control",0.983655777710398
"Minimum_Wage",1,1,50,1,1,"democrat","control",1.0247417377616
"Guns_Background",1,0,73,0,1,"democrat","libtrump",0.978149792294623
"Abortion",1,1,38,0,NA,"independent","libtrump",1.00958261538206
"Guns_Background",1,1,68,0,1,"democrat","control",1.01906973862255
"Guns_Background",1,0,68,0,1,"democrat","control",0.863367948237454
"Immigration",0,1,31,0,3,"republican","control",0.921710117754381
"Iran_Agreement",1,0,56,0,2,"independent","control",1.06571729089158
"Guns_Background",1,1,61,0,1,"democrat","control",0.869117873041997
"Guns_Background",1,1,63,0,4,"republican","libtrump",1.03306394468037
"Iran_Agreement",NA,1,57,1,1,"democrat","control",1.06490412818777
"Climate_Change",1,1,60,1,1,"democrat","control",1.0430786815627
"Tax_Increase",NA,0,57,1,5,"republican","libtrump",1.07741687255435
"Climate_Change",0,1,52,NA,4,"republican","libtrump",0.976570267890853
"Minimum_Wage",1,1,30,0,5,"republican","control",1.12173218896238
"Abortion",1,1,42,0,4,"independent","libtrump",1.00593984866297
"Health_Care",1,1,42,0,1,"independent","control",0.941555419246731
"Tax_Increase",NA,1,33,0,1,"independent","libtrump",1.02371159140132
"Planned_Parenthood",1,1,63,0,1,"democrat","control",0.991531018036448
"Immigration",1,1,67,1,1,"democrat","control",1.01122280544925
"Planned_Parenthood",1,1,64,1,5,"republican","libtrump",1.02849819922888
"School_Guns",0,1,64,1,3,"independent","libtrump",1.01648811834638
"School_Guns",0,1,57,0,5,"independent","control",0.939435610991882
"Tax_Increase",NA,0,25,0,1,"democrat","control",0.933938320613752
"Immigration",NA,0,28,0,1,"democrat","control",0.980895419822059
"Iran_Agreement",NA,1,48,1,4,"republican","control",1.0315269651796
"Climate_Change",NA,1,59,0,5,"democrat","control",0.846097717107032
"Planned_Parenthood",0,1,61,NA,3,"independent","libtrump",0.970615195472268
"Tax_Increase",1,1,61,NA,5,"independent","libtrump",1.11080635506397
"Guns_Background",NA,1,48,0,3,"democrat","control",0.986284165802986
"School_Guns",NA,1,32,0,5,"independent","control",1.10747681786188
"School_Guns",1,1,71,0,1,"independent","control",0.961597197098267
"School_Guns",1,1,19,1,1,"democrat","libtrump",1.01892104029618
"Immigration",0,0,49,1,1,"democrat","control",1.04798178453419
"Minimum_Wage",1,1,56,0,1,"democrat","control",0.978410709986426
"Minimum_Wage",1,1,48,0,4,"independent","libtrump",1.04017879820756
"Immigration",0,1,33,0,5,"independent","libtrump",0.995438747471986
"Immigration",0,1,60,NA,4,"republican","control",0.99785715658134
"Iran_Agreement",NA,1,24,0,1,"democrat","control",1.00415609966722
"Tax_Increase",1,1,33,1,5,"republican","libtrump",0.959276593737167
"Health_Care",0,1,63,0,4,"republican","control",1.02906526900098
"Tax_Increase",NA,1,65,0,5,"republican","control",1.11287185740754
"Immigration",1,1,34,0,1,"democrat","control",0.959800727141803
"Abortion",0,0,39,0,5,"democrat","control",1.03105054270315
"Guns_Background",1,1,41,0,5,"republican","libtrump",0.934198826671507
"Abortion",0,1,82,1,4,"republican","control",0.96760407368765
"Iran_Agreement",NA,1,72,0,5,"republican","control",0.937876285416491
"Iran_Agreement",1,0,60,0,1,"democrat","libtrump",1.01593527074624
"School_Guns",0,1,57,0,2,"independent","libtrump",0.92316160067793
"Guns_Background",1,0,27,0,1,"independent","control",0.97416128850964
"School_Guns",1,1,42,0,1,"independent","control",0.990490528172158
"Iran_Agreement",NA,1,42,0,4,"republican","control",1.0058505410884
"Iran_Agreement",1,1,80,0,1,"democrat","control",1.0014739122356
"School_Guns",1,1,56,0,3,"republican","libtrump",0.92176365623766
"Immigration",1,1,80,0,1,"democrat","control",0.981768517931197
"Health_Care",1,0,56,0,2,"independent","control",1.01839865859335
"Iran_Agreement",NA,1,57,1,1,"democrat","libtrump",0.938760392528419
"Guns_Background",0,0,22,0,3,"republican","control",1.01680883446141
"Iran_Agreement",0,1,43,0,2,"republican","control",1.10747728396425
